기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적
20222,R,전통시장,3130310,강남개포시장,CS300002,편의점,727102859,130988,511181543,215921316,99845862,97510347,104277975,101833260,107714099,114707025,101214291,57568729,114932256,93551384,100120675,198886569,162043246,489335153,237767706,33710507,126351976,153083531,163988808,160051715,89916322,92114,38874,18331,18552,17879,17967,19385,20441,18433,9050,20875,18365,19939,34456,28303,83346,47642,10418,28311,24156,27056,26119,14928,205978,443274,11680,강남구,11680670,개포2동,25364
20222,D,발달상권,3120185,논현역,CS300002,편의점,4297118186,715201,3311412158,985706028,625154322,662796451,648194976,651061055,724205354,556389368,429316660,645292171,835801607,548291702,462856012,998652000,806224694,2802687494,1405280470,33324310,1137051414,1452503970,845522184,504112028,235454063,558848,156353,106683,112551,109390,111630,118594,90235,66118,86157,161949,100292,86697,164349,115757,448790,258545,9289,213987,242364,125358,79827,36510,201936,445730,11680,강남구,11680521,논현1동,321182
20222,D,발달상권,3120191,학동역,CS300002,편의점,4033954198,618328,3282409601,751544597,635370726,682634140,656413990,650042415,657948330,409036627,342507970,410280151,1015201553,665307198,572283120,805808208,565073968,2428625289,1283703296,25449007,891588966,1256121403,876082389,451300987,211785825,512989,105339,97883,110281,103314,100741,100770,57712,47627,45998,183901,114559,88665,114470,70735,372125,221240,6654,166134,203494,119066,67613,30404,202659,446009,11680,강남구,11680521,논현1동,366287
20222,D,발달상권,3120186,가로수길,CS300002,편의점,1783685906,326841,1310043315,473642591,248980237,262209415,256253953,258213659,284386051,263482133,210160458,185031795,304607733,281399797,277900351,423379880,311366350,975490661,670721900,35470579,557083030,540373812,290263795,158239218,64782127,240169,86672,45659,48144,47769,47404,51193,48938,37734,26166,61544,57788,55565,76456,49322,177902,135067,11791,115032,95963,48805,30786,10591,201996,446810,11680,강남구,11680510,신사동,256688
20222,D,발달상권,3120197,역삼역,CS300002,편의점,18212165333,2899208,15214056995,2998108338,2926763023,3183109942,3039199684,3033817204,3031167142,1701704040,1296404298,1817597443,3802801242,3126643597,2847572672,3961014480,2656535899,11697246878,4632896447,62079599,3558828999,5758351847,4074203866,2035150012,841529010,2467486,431722,479641,531464,490654,486889,478838,242763,188959,218412,740837,570212,460045,575275,334427,1973179,824435,14375,675421,1002669,635511,332268,137367,203179,444549,11680,강남구,11680640,역삼1동,562807
20222,D,발달상권,3120216,경기고교사거리(경기고교앞사거리),CS300002,편의점,674072268,103109,523520270,150551998,101622282,109318280,101559506,100679103,110341099,91083552,59468446,43571108,150254953,131716568,105608398,158102901,84818340,400798732,209769727,10225786,105969613,182709149,150149715,113105622,48408580,80924,22185,15881,16992,15935,15392,16724,13269,8916,4756,28615,22686,16141,19944,10967,62708,36793,2561,21764,29409,22271,16866,6625,205005,446809,11680,강남구,11680565,청담동,71695
20222,D,발달상권,3120214,영동대교남단교차로,CS300002,편의점,1435749005,200513,1037399804,398349201,193167948,209327376,201590625,205289881,228023974,217590321,180758880,175147971,219395467,201619734,195334824,345753886,298497123,848749294,495204872,6486021,238175923,514460112,297709087,207529794,79593231,151041,49472,28745,30899,29975,29249,32173,27073,22399,19420,41228,35369,28399,44644,31453,116950,75086,1556,36333,71434,43221,27967,11522,204844,447175,11680,강남구,11680565,청담동,89136
20223,D,발달상권,3120196,서울세관,CS300002,편의점,1937429296,250336,1604879542,332549754,290105806,312582171,326432737,334500177,341258651,183692572,148857182,181989995,371148906,323080519,255260214,514534678,291414984,1307858089,565229882,8930321,360392811,618131640,360287986,190401101,334944110,211036,39300,37935,41617,43094,44015,44375,21959,17341,18233,66370,52957,34905,48613,29258,160871,84383,1919,61068,86803,50883,24012,20567,203125,446206,11680,강남구,11680531,논현2동,185480
20223,D,발달상권,3120210,선릉역,CS300002,편의점,11721314077,2008799,9368940036,2352374041,1700653281,1839901261,1903882887,1893710986,2030791621,1276428824,1075945217,1169856055,2432274097,2012968959,1623447919,2707387675,1775379372,7190974558,3857636976,222270450,2326633514,3498588611,2569917671,1605168835,826032450,1619163,389636,287477,318438,330554,337712,344982,216030,173606,145886,508189,393380,284577,435556,241211,1228653,721173,67529,461684,579798,420785,287910,132119,204364,445017,11680,강남구,11680630,대치4동,360434
20223,U,관광특구,3001496,강남 마이스 관광특구,CS300002,편의점,2449165502,466970,1934847144,514318358,370879278,376807569,383568342,392669549,410922406,278309863,236008495,53618735,586189886,526522321,496008512,546925082,239900966,1261793993,856580526,17708340,496855934,680773705,523601158,290923803,108511578,369256,97714,68309,72012,75118,75656,78161,52269,45445,6908,128337,106182,99031,95999,30513,247965,191548,4782,115613,150723,97282,53468,17645,205282,445736,11680,강남구,11680580,삼성1동,237892
20223,D,발달상권,3120186,가로수길,CS300002,편의점,1906640922,350346,1406520118,500120804,248162503,261249997,275181736,289464176,332461706,272444917,227675887,172671752,343218269,327554450,306778654,444870173,311547624,1018098723,734743339,39010950,596600014,565684468,306429213,168963960,76153455,260028,90318,45974,48631,51565,53910,59948,50615,39703,24823,69794,65102,59726,82368,48533,185300,149834,12158,124600,101954,51360,32610,12453,201996,446810,11680,강남구,11680510,신사동,256688
20223,D,발달상권,3120206,개나리아파트,CS300002,편의점,2677031670,412485,2123169087,553862583,384905990,429234958,422081614,431819198,455127327,289600394,264262189,212301493,540381143,482913690,393962289,648966736,398506319,1725886458,878238104,27729373,483449252,841998856,693230021,375082071,182634986,333044,79441,60248,67506,66650,67757,70883,41020,38421,24134,99934,83736,62174,91929,50578,261036,146079,7646,90059,127177,104604,55168,22458,203905,444200,11680,강남구,11680650,역삼2동,148412
20223,D,발달상권,3120197,역삼역,CS300002,편의점,19060575962,2861019,16088772661,2971803301,2713795029,3106395416,3042687983,3753343869,3472550364,1646922893,1324880408,1776497118,3829647903,3891756584,2976082236,3935599217,2650992904,11644025320,4892579361,94544345,3841244371,5708545574,4086453971,1974188445,831627973,2446203,414816,441015,493080,504206,503489,504413,226719,188097,208854,738424,580027,441124,568855,323735,1911819,854956,21793,723556,976224,598069,316121,131014,203179,444549,11680,강남구,11680640,역삼1동,562807
20223,D,발달상권,3120201,도곡1동,CS300002,편의점,1480313822,233721,1125912893,354400929,205245407,226007793,210710566,235845607,248103520,199654568,154746361,170157530,303246671,227597000,194665886,309961244,274685491,960007544,493374974,12595853,315175926,487122448,373944628,178184560,86359102,181383,52338,33016,36961,35597,37017,38792,30387,21951,21276,57041,40901,32149,47290,35064,149177,82601,3148,61440,76349,50887,28177,11773,203531,443680,11680,강남구,11680640,역삼1동,169293
20223,D,발달상권,3120209,"강남구청(청담역_8번, 강남세무서)",CS300002,편의점,2839959800,458892,2156568284,683391516,385620150,425698936,440791603,439050775,465406820,363413512,319978004,210642926,505979953,483406851,460703240,669310839,509915991,1606586744,1078781206,56582032,472820452,688539397,752027818,502617306,212780938,358390,100502,64317,70583,72329,74608,76553,54452,46050,26871,90786,85884,80558,104536,70257,256129,189093,15163,92651,110902,118166,77795,30545,204377,446586,11680,강남구,11680565,청담동,134148
20223,D,발달상권,3120221,봉은사역,CS300002,편의점,1202792711,195510,969164272,233628439,170289758,190213847,195589148,201780738,211290781,124774316,108854123,82819530,301601825,213765816,188302900,253295160,163007480,808211108,311391341,12433804,187560820,305003338,319351275,199570985,95682229,158105,37405,28071,31342,32612,32403,33677,20090,17315,11077,53178,38833,31671,38424,22327,134254,54228,3338,38866,51106,46485,33048,15631,205516,446111,11680,강남구,11680580,삼성1동,124926
20223,A,골목상권,3110977,논현로18길,CS300002,편의점,438242365,57313,333152239,105090126,60769107,60960060,64954301,64087608,82381163,57260163,47829963,39307561,70704840,61545284,56562068,118941730,91180882,284088107,123599933,4682643,63828429,127583958,88887110,73139611,49566290,44485,12828,8214,8541,9017,9006,9707,6783,6045,4547,9675,9101,8566,15211,10213,38296,16080,1148,11139,16753,10557,10148,4632,204154,442000,11680,강남구,11680690,개포4동,17288
20223,A,골목상권,3110975,매봉역 1번,CS300002,편의점,1155172275,189576,853584372,301587903,149131683,158213533,177388304,175674821,193176031,170028150,131559753,65661478,227671775,185119854,181704521,288359563,206655084,708165730,378517855,24574833,182313856,289004489,287797225,176844899,126148284,142216,47360,25300,27125,28081,29794,31916,25597,21763,7961,45923,33968,31870,41292,28562,116712,65154,4654,38257,49367,44645,27627,17315,203984,443063,11680,강남구,11680655,도곡1동,52363
20223,A,골목상권,3110961,언주역 3번,CS300002,편의점,782183045,106088,594703146,187479899,115970930,113833150,115824559,117654143,131420364,98284692,89195207,85556233,123516973,133814798,124500902,195103388,119690751,398773175,265039750,2191250,132823373,259325370,170460428,73417129,25595374,84652,21436,16071,16430,17236,17199,17716,11368,10068,9732,20436,20349,18014,23381,14176,59464,38085,460,22025,37294,23325,10198,4248,203028,445716,11680,강남구,11680531,논현2동,63031
20223,D,발달상권,3120213,삼성중앙역,CS300002,편의점,3393696051,492138,2677459343,716236708,474964942,533006571,567819038,561565291,540103501,380490374,335746334,332533955,510395106,526361303,458827387,871437620,694140680,2174902037,921142685,18411211,626398852,1036670817,837676759,403437941,173449146,395240,96898,71100,79151,82651,80889,81449,52103,44795,37856,89963,88502,70837,119383,85597,320497,147478,4254,110774,155401,112921,59966,24653,204752,445788,11680,강남구,11680590,삼성2동,228925
20223,D,발달상권,3120187,신논현역,CS300002,편의점,8877950657,1463808,6718878905,2159071752,1202379172,1283546666,1313053033,1352768972,1567131062,1212131095,946940657,1225248441,1551344079,1198380087,1230221229,2044270627,1628486194,5450910488,3146588157,114032963,2670153212,2847598677,1625663193,904882993,435167607,1115039,348769,199800,217528,221080,225585,251046,197009,151760,173422,306204,218830,205880,329450,230022,881076,564084,26326,494615,472126,242516,142472,67112,202235,445062,11680,강남구,11680521,논현1동,382392
20223,D,발달상권,3120192,뱅뱅사거리,CS300002,편의점,7743782603,1235718,6057936744,1685845859,1151662390,1185115385,1194392839,1213657110,1313109020,865828865,820016994,755918397,1345520651,1253970069,1081580845,1911065622,1395727019,4630797900,2600964601,74850588,1582083301,2565647109,1575267264,1007781624,426132615,996522,239196,189537,197206,196597,202579,210603,126642,112554,90362,266337,232794,183062,282752,180411,751254,435572,22237,293693,396288,244540,169890,60177,202785,443423,11680,강남구,11680640,역삼1동,317600
20223,A,골목상권,3110992,도곡초등학교,CS300002,편의점,1443055849,285189,1003618204,439437645,187728131,201247045,189559918,199649058,225434052,224849034,214588611,146645261,189261292,197041131,186685812,413097450,310324903,791231259,619094205,94878611,206937892,263054604,457529046,301079625,86845687,198752,86437,37755,39531,37893,39959,43614,44688,41749,21213,38803,44752,40392,86881,53148,147855,133844,33862,37221,40714,89671,65081,15149,205007,444509,11680,강남구,11680630,대치4동,138866
20223,A,골목상권,3110989,대치동아우편취급국,CS300002,편의점,524853126,77800,392767684,132085442,74566959,76252135,76460214,79049790,86438586,67333770,64751672,68269726,81378962,64054755,68560944,139133104,103455635,298030814,226822312,12251736,93944055,166419563,145687105,76536641,30014026,59688,18112,11436,11689,11510,12057,12996,9077,9035,8065,14047,11837,11448,19110,13293,47446,30354,3190,14245,22666,21039,13086,3574,204819,444825,11680,강남구,11680630,대치4동,40587
20223,D,발달상권,3120204,르네상스호텔사거리,CS300002,편의점,2106167973,308194,1718991427,387176546,304523979,334978894,360674639,358863135,359950780,217586936,169589610,290095872,355689282,345291932,293566371,501283644,320240872,1433907277,606113942,9432486,461228824,654013163,490584104,329464526,95298118,257979,50215,45820,50999,55106,53006,53048,27746,22469,30025,65853,61757,47873,64902,37784,207700,94618,2400,75517,95820,70775,44292,13511,203786,444848,11680,강남구,11680640,역삼1동,160960
20223,A,골목상권,3110965,언주역 6번,CS300002,편의점,593173661,75223,458795845,134377816,92652040,89766234,89712363,90019545,96645663,70675886,63701930,83009123,84055259,84708049,84083696,148551947,108765587,361342727,213797178,2701131,111631019,188031590,150247770,91620656,30907739,59833,15390,11685,12180,12052,11900,12016,7913,7477,8155,13693,13163,11377,17057,11778,48875,25443,605,16013,23626,18078,11480,4514,203346,445193,11680,강남구,11680640,역삼1동,65108
20223,A,골목상권,3110957,언북중학교,CS300002,편의점,1099540057,127644,835426584,264113473,156236084,149394482,178908783,172456117,178431118,145897827,118215646,215397659,171160848,126184908,146328712,209688175,230779755,753561992,249121341,2456112,167364255,545677879,176406645,79143684,31634758,100716,26928,18437,19723,20624,20264,21668,14528,12400,15643,27493,20678,18140,25180,20510,81976,38162,483,28900,50449,21883,12812,5611,202797,446468,11680,강남구,11680531,논현2동,94815
20223,D,발달상권,3120198,구역삼세무서,CS300002,편의점,3647464803,528646,2857227934,790236869,559464907,553083548,555021407,581649737,608008335,416144545,374092324,478028262,613946681,627088270,481852612,837654380,608894598,2212056659,1209834307,21644124,875910066,1225499690,723679974,392273840,182883270,423498,105148,78855,82974,84537,86911,90221,55604,49544,56277,109073,98402,73699,115400,75795,325090,187468,4760,151001,178822,99139,55050,23786,203290,444009,11680,강남구,11680640,역삼1동,291470
20223,D,발달상권,3120195,성수대교남단,CS300002,편의점,641895894,108623,499522018,142373876,92960133,90113984,95762349,106394804,114290748,79107068,63266808,37534281,130269795,137248453,125107578,147666912,64068875,365343817,226443844,9138086,168401159,202270171,119115120,58434508,34428611,86074,22549,16040,15856,16948,17518,19712,12723,9826,4190,22853,25875,23184,23539,8982,60574,42381,2771,34223,33187,18180,9838,4759,203046,447576,11680,강남구,11680545,압구정동,126830
20223,D,발달상권,3120199,경복아파트교차로,CS300002,편의점,3613319555,484973,2902196771,711122784,516168796,575014429,548127680,618571323,644314543,381575803,329546981,459494779,687320608,598500270,443250990,847187187,577565721,2290496309,1284801534,18170484,675999236,1306195863,971964721,466666832,136300707,399544,85429,69541,81716,81361,81629,85297,46656,38773,43253,115500,99091,66931,98983,61215,325093,157252,2824,99957,187710,123034,51729,17090,203449,445392,11680,강남구,11680640,역삼1동,112742
20223,D,발달상권,3120193,도산공원교차로,CS300002,편의점,1799892143,264878,1540162414,259729729,271460531,315790293,308545101,314925285,329441204,154110014,105619715,114799439,375983437,425349602,301543976,398763500,183452189,966756748,558107376,11127540,324870713,505250658,387686111,202116853,93812251,228084,36794,40440,47184,46009,48314,46137,21989,14805,13841,65695,67437,46004,50808,21093,151390,94457,2813,61001,86585,52209,29685,13552,202968,446898,11680,강남구,11680545,압구정동,185023
20223,D,발달상권,3120200,학동사거리,CS300002,편의점,3556389354,502859,2664378010,892011344,461581918,508470224,532734247,534455258,627136363,501417604,390593740,384934602,628178543,596696359,582729030,836983429,526867391,2071407825,1130617493,26509746,759690535,1029628431,724660671,434563907,226972027,380738,122121,63839,74260,76633,78392,87614,69871,52250,47024,104595,95215,83023,106958,66044,299306,178873,6164,133360,152307,94689,62745,28913,203460,447067,11680,강남구,11680565,청담동,266597
20223,A,골목상권,3110997,대청초등학교,CS300002,편의점,3590741658,552594,2522435426,1068306232,469648362,491191648,480999557,490663953,589931906,556644057,511662175,436034418,538252088,414347318,418919949,960424367,822763518,2413615516,1177126142,55044773,750625184,997807355,823309224,647606947,316348175,396021,156573,72830,78857,77475,78141,88718,80510,76063,57568,94109,70432,68511,143669,118305,356883,195711,14201,127597,148010,119545,99091,44150,207481,443569,11680,강남구,11680730,일원1동,236964
20223,D,발달상권,3120202,압구정로데오역(압구정로데오),CS300002,편의점,2127368528,322091,1486226541,641141987,225826226,244985105,289634096,336486204,389294910,367545407,273596580,253845909,343234156,349773616,304058248,481091898,395364701,1142330719,831293258,22611811,694443633,676111573,300087621,197891406,82477932,229648,92443,35233,38689,46328,49760,59638,54064,38379,35611,68759,58450,50261,64464,44546,176302,136372,4875,126409,100318,39868,30599,10608,203548,447476,11680,강남구,11680545,압구정동,265702
20223,D,발달상권,3120185,논현역,CS300002,편의점,4659639617,772924,3667354884,992284733,646348476,715613231,721023434,762733459,821636284,558555248,433729485,643983055,926687622,633844592,536418009,1054141140,864565199,2982253996,1582846722,44622461,1165567978,1568518873,962711434,538013657,285666314,617495,155429,108029,120664,125271,126810,136721,89223,66206,83014,184674,113110,97326,171051,123749,477778,286451,11432,224671,257894,139580,87900,42747,201936,445730,11680,강남구,11680521,논현1동,321182
20223,D,발달상권,3120194,언주역(차병원),CS300002,편의점,4112113634,579383,3267796740,844316894,599762407,634622711,662908032,667255825,703247765,465017013,379299881,460790153,780090317,655092737,584725889,936539243,694875295,2292402874,1505807268,14946628,909669329,1240948496,820832178,551655665,260157844,472106,107277,84258,92953,96779,96994,101122,60045,47232,49766,134950,107511,88868,119591,78697,346216,206494,3019,152055,187279,106603,69854,33901,203009,445326,11680,강남구,11680531,논현2동,242446
20223,D,발달상권,3120203,강남구청역,CS300002,편의점,3219338107,504838,2569732989,649605118,455138149,505286138,532314609,518161800,558832293,342905818,306699300,278722665,584992635,568795958,484363596,771088520,531374733,1922077777,1066955251,41842740,655857374,915980207,745611762,438130126,191610826,409664,95174,71952,82302,84031,83795,87584,51608,43566,32692,106033,101473,79577,114787,70276,300535,183826,11291,127072,148913,105616,63890,27579,203597,446308,11680,강남구,11680531,논현2동,173252
20223,D,발달상권,3120190,강남을지병원,CS300002,편의점,4548069037,657404,3618298378,929770659,642418097,737344367,733075975,725338690,780121249,510083967,419686692,529241531,938537653,797788007,590143297,1001710694,690647855,2641694142,1539060969,31144701,848347399,1334980973,1210397975,562133621,193750443,536911,120493,94655,106494,110251,110139,115372,66706,53787,61389,163721,133008,93619,129317,76350,390681,234323,6170,156243,203497,146536,82919,29640,202498,446725,11680,강남구,11680545,압구정동,295195
20223,A,골목상권,3110999,윗방죽마을공원,CS300002,편의점,2210279579,270997,1518779149,691500430,294198363,281250792,281005382,295485711,366838901,347774951,343725479,277782879,256178069,232038912,254614150,676669331,512996238,1275118377,852857877,7621412,448390560,785490293,450911469,326063796,109498722,188518,82479,36404,36073,35082,36616,44343,40728,41751,32558,37654,32301,31260,76678,60546,158980,107498,1139,58937,104117,53617,33583,15086,209190,441356,11680,강남구,11680700,세곡동,239797
20223,D,발달상권,3120218,코엑스,CS300002,편의점,1064692525,229488,849167089,215525436,155396444,160917277,165455192,177155072,190243104,117111359,98414077,393006,270732357,256440685,234753176,244070160,58303141,575357781,384531160,10126890,232330174,305951911,234777392,141000629,35701944,182082,47406,33130,34968,36657,37918,39409,25821,21585,52,64229,57321,50628,47479,9779,121703,98239,3121,59583,73919,48420,27128,7771,205226,445856,11680,강남구,11680580,삼성1동,145396
20223,D,발달상권,3120216,경기고교사거리(경기고교앞사거리),CS300002,편의점,685467881,105548,539856819,145611062,99190834,103466538,105110061,110081807,122007579,83415296,62195766,47225913,146807043,132099010,101174729,157291798,100869388,424821418,208995140,11224222,134185910,184953038,162506850,101444911,39501630,83807,21741,14843,16985,16971,17501,17507,12404,9337,5171,29079,23806,15757,20222,11513,64821,37779,2953,25175,30160,22793,15352,6166,205005,446809,11680,강남구,11680565,청담동,71695
20223,A,골목상권,3110984,포이초등학교(개포목련어린이공원),CS300002,편의점,954622064,129531,713031630,241590434,136237214,142514448,138354748,138904195,157021025,124719598,116870836,114290708,149280880,151360897,121649201,249869511,168170867,680772136,261592048,9672077,160406501,310479440,223618212,164873635,73314316,97947,31584,19140,19512,18995,19354,20946,15859,15725,13165,23296,21814,18070,31801,21385,91093,37204,2776,24599,39850,28252,22915,9905,204610,441598,11680,강남구,11680690,개포4동,137098
20223,D,발달상권,3120211,도성초등학교,CS300002,편의점,947920216,194507,677021172,270899044,120908209,135821488,135924416,133037413,151329646,141591760,129307284,70558315,155491006,151496080,129896253,251282694,189195868,525385628,412696714,64817519,161764097,149148325,308994420,208834110,44523869,139699,54808,25148,27297,28102,28376,30776,29950,24858,9979,33830,36470,27789,55407,31032,97913,95902,21620,34914,27344,59010,42664,8265,204639,444576,11680,강남구,11680630,대치4동,72437
20223,A,골목상권,3110967,역삼역 8번,CS300002,편의점,201861699,24981,153235680,48626019,25580220,29714019,31650690,31091824,35198927,27224652,21401367,33717204,24314205,25408410,30272655,53604907,34544318,109216923,79708507,553158,43331514,72165647,44705383,22404304,5765423,19241,5740,3294,3895,3880,4121,4051,3048,2692,3195,3349,4182,4159,5930,4166,14164,9837,154,7761,8911,3888,2530,756,203374,445011,11680,강남구,11680640,역삼1동,68672
20223,D,발달상권,3120214,영동대교남단교차로,CS300002,편의점,1463914773,206312,1096972764,366942009,208511333,219119795,214580749,205795087,248965800,211552035,155389974,164636249,248959079,208216038,196693657,355953929,289455821,862723488,498610786,10022917,245532290,437188995,321774191,242049897,104765986,159754,46558,28964,31460,32661,31546,35123,25332,21226,18640,45059,36927,30334,43195,32157,122619,75171,2230,39324,64637,43365,33744,14490,204844,447175,11680,강남구,11680565,청담동,89136
20223,D,발달상권,3120205,매봉역,CS300002,편의점,1378094128,215031,1087448726,290645402,186372522,213028550,218862967,233268535,235916152,166321909,124323493,148590101,296123419,205343638,166376569,322595823,239064578,904052542,430489638,14536511,249660051,358676090,379415683,175354697,156899149,175576,39455,30641,34443,35791,37114,37587,21245,18210,12470,57411,39087,30191,46594,29278,136397,75163,3991,52072,62501,47838,27970,17186,203882,442769,11680,강남구,11680656,도곡2동,122443
20223,A,골목상권,3110981,국악고교사거리,CS300002,편의점,1040678924,146445,768994663,271684261,138638076,152790696,150312944,154247747,173005200,153642780,118041481,117848997,174310712,144094524,150017166,258709345,195698180,714333492,307949598,21077875,127434093,238713569,267370477,245432992,122254084,110550,35895,20614,21501,21956,22755,23724,19716,16179,14726,27523,22293,23088,34101,24714,97592,46663,5526,22150,35046,36697,31555,13280,204328,441797,11680,강남구,11680690,개포4동,67409
20223,D,발달상권,3120219,은마아파트,CS300002,편의점,5389689185,1307674,3599915281,1789773904,700343846,663225933,686830954,741836225,807678323,929225704,860548200,263527778,799910076,837221599,837217298,1598803542,1053008892,3199606821,2157382240,544096445,698142800,693476746,1686766974,1381370030,353136066,854562,453112,167115,157875,167203,173451,188918,235736,217376,48204,215828,217438,199974,417713,208517,702565,601464,204571,177443,138043,393819,336023,54130,205359,444378,11680,강남구,11680630,대치4동,149660
20223,A,골목상권,3110949,한남IC,CS300002,편의점,879106772,128560,670317164,208789608,116889611,126400239,137153250,140876249,148997815,113044549,95745059,98416427,139187540,138602267,135588751,214732354,152579433,553986207,260993165,9310861,162093207,241355728,178802701,147167725,76249148,99181,29379,18274,18517,20306,20334,21750,15984,13395,11033,23553,24728,20677,29007,19562,80407,41671,1946,27045,37321,25400,21780,8586,201701,446824,11680,강남구,11680510,신사동,62126
20223,A,골목상권,3110976,언북초등학교,CS300002,편의점,340835423,52675,261586586,79248837,46380741,55862801,50782471,50960241,57600332,41975368,37273469,18774384,78574121,48939979,49425747,85322556,59798636,209926792,113166314,12664980,64536991,115498294,67945339,41193474,21254029,42033,10642,7321,8612,8484,8561,9055,5997,4645,1967,16424,7991,7928,10939,7426,32398,18512,3534,11186,16453,10698,6126,2911,204115,446924,11680,강남구,11680565,청담동,55724
20223,D,발달상권,3120223,휘문고교사거리,CS300002,편의점,186566544,37013,151690767,34875777,27549370,42338312,24846920,28735480,28220685,11688762,23187015,1468066,36603304,69636499,39081726,26947377,12829572,94505678,65356954,6003051,27675221,50918942,49308342,22182392,3774686,29876,7137,5868,5811,5805,6288,6104,2460,4677,283,8479,11191,8291,6584,2185,20428,15843,2282,6701,11120,10830,4640,700,205806,444988,11680,강남구,11680610,대치2동,133570
20223,D,발달상권,3120220,대치역,CS300002,편의점,836003884,208380,598119078,237884806,114844484,111560097,117975696,120585101,133153700,135728472,102156334,33775982,161871441,132205894,134430586,230832412,142887569,469179988,357927499,94637773,121338286,114235782,242321682,185680070,68893894,150178,58202,29009,28888,29401,30020,32860,33250,24952,5653,42321,35344,36772,58701,29589,105987,101516,35680,31075,24237,58960,45835,11716,205508,443861,11680,강남구,11680600,대치1동,163253
20223,D,발달상권,3120207,선정릉역,CS300002,편의점,3398249490,528840,2752002579,646246911,498613255,555555703,547739165,557982945,592111511,372295164,273951747,300178580,687346386,604935488,467547438,785271736,552969862,2073278799,1172657450,40893523,743662312,998730171,807718410,421440766,233491065,439025,89815,77524,89506,88634,90947,92414,51624,38191,31666,133764,107484,77387,110798,67741,323174,190245,11263,140077,155576,112462,61112,32927,204022,445778,11680,강남구,11680590,삼성2동,323475
20223,A,골목상권,3110994,개포고등학교,CS300002,편의점,306422929,46369,214805294,91617635,39603223,42335371,43835119,41187815,47843766,49834407,41783228,29837405,63476616,48728897,41793923,72672234,49913854,219096673,83247854,7214874,50830509,64803072,75270813,62883889,41341370,32739,13630,6050,6209,6878,6560,7042,7182,6448,3815,9609,7795,7086,10705,7359,32487,13502,2018,9315,8367,11647,9428,5214,205433,442662,11680,강남구,11680670,개포2동,61589
20223,D,발달상권,3120224,수서역,CS300002,편의점,4752757393,1139124,3657554807,1095202586,659487652,690706743,747364141,735051000,824945271,586584964,508617622,266310356,1310556254,740730131,699314531,1145459787,590386334,3110698976,1515759569,49634522,848857932,1388069848,1212794942,739135569,387965733,862502,276622,152578,161489,172854,175286,200295,154617,122005,44067,355437,187002,172640,269241,110737,700630,421175,15814,249292,343094,262406,161521,89678,209112,443153,11680,강남구,11680750,수서동,60183
20223,D,발달상권,3120215,포스코사거리,CS300002,편의점,5787961715,992237,4953839583,834122132,881662012,1012208379,1010525712,1024432330,1025011150,442280120,391842012,385609248,1442539049,1113830962,965192043,1154441855,726348558,3793341015,1505269688,37201788,993886159,1765704552,1471020004,782336375,248461829,862891,129346,152945,175039,180329,178397,176181,70506,58840,50505,286196,212103,164320,181686,97427,664201,291244,9623,210949,329876,242213,124991,37787,204975,445263,11680,강남구,11680590,삼성2동,318626
20223,D,발달상권,3120222,삼성역,CS300002,편의점,4336381832,788823,3668936588,667445244,697781597,733581209,744283917,752220051,741069814,360675630,306769614,138969870,1209270403,956460450,712755094,857325889,461600126,2682030921,1300759844,21280045,877328406,1367778287,1025177413,504697376,186529233,674334,114489,123591,136603,139563,139756,134821,61049,53440,18983,247865,182577,135652,142849,60897,487153,271563,5961,190941,272616,172646,87832,28717,205584,445468,11680,강남구,11680610,대치2동,356337
20223,D,발달상권,3120212,한티역,CS300002,편의점,1947467645,446518,1384274232,563193413,256556221,249387119,276185970,286825854,315319068,301880191,261313222,114779283,317653817,303433756,276089014,568658051,366853724,1089075343,814064141,197246145,348253706,271457639,602905268,398338485,84938238,317226,129292,58500,58409,64065,64301,71951,69457,59835,20806,78349,73590,65296,133008,75469,234067,209767,67654,77145,55022,134857,94454,14701,204740,444220,11680,강남구,11680630,대치4동,112734
