기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
20223,D,발달상권,3120197,역삼역,CS300002,편의점,19060575962,2861019,16088772661,2971803301,2713795029,3106395416,3042687983,3753343869,3472550364,1646922893,1324880408,1776497118,3829647903,3891756584,2976082236,3935599217,2650992904,11644025320,4892579361,94544345,3841244371,5708545574,4086453971,1974188445,831627973,2446203,414816,441015,493080,504206,503489,504413,226719,188097,208854,738424,580027,441124,568855,323735,1911819,854956,21793,723556,976224,598069,316121,131014,203179,444549,11680,강남구,11680640,역삼1동,562807,4740901,2625149,2115751,176313,1121520,1437141,999272,542054,464599,570993,1027382,960036,947649,866960,367881,742573,827985,839667,831136,751462,403784,344296,6083,3079,3004,523,1507,1800,856,603,794,324,602,907,475,361,410,199,905,893,381,242,384,4337,0,4337,3487230.0,7.0,3212597751.0,761484722.0,412431727.0,282783645.0,348687928.0,558361252.0,141763838.0,107017811.0,456049389.0,144017439.0,58731,38593,20138,93,10093,18065,15897,10840,3743,43,5229,11924,11872,7083,2442,50,4864,6141,4025,3757,1301
20223,D,발달상권,3120201,도곡1동,CS300002,편의점,1480313822,233721,1125912893,354400929,205245407,226007793,210710566,235845607,248103520,199654568,154746361,170157530,303246671,227597000,194665886,309961244,274685491,960007544,493374974,12595853,315175926,487122448,373944628,178184560,86359102,181383,52338,33016,36961,35597,37017,38792,30387,21951,21276,57041,40901,32149,47290,35064,149177,82601,3148,61440,76349,50887,28177,11773,203531,443680,11680,강남구,11680640,역삼1동,169293,1109742,539841,569902,159225,184942,229164,220661,147205,168546,219856,236858,171502,172789,191923,116814,166426,171351,171090,168332,163452,135879,133213,1880,867,1013,176,361,462,299,254,328,90,135,218,146,126,152,86,226,244,153,128,176,1108,0,1108,3463488.0,7.0,1479305382.0,337144200.0,185871874.0,121022545.0,164224402.0,262099567.0,63853363.0,44830092.0,236009604.0,64249735.0,11549,6381,5168,116,3564,3468,2477,1299,625,31,1365,2018,1727,754,486,85,2199,1450,750,545,139
20223,D,발달상권,3120209,"강남구청(청담역_8번, 강남세무서)",CS300002,편의점,2839959800,458892,2156568284,683391516,385620150,425698936,440791603,439050775,465406820,363413512,319978004,210642926,505979953,483406851,460703240,669310839,509915991,1606586744,1078781206,56582032,472820452,688539397,752027818,502617306,212780938,358390,100502,64317,70583,72329,74608,76553,54452,46050,26871,90786,85884,80558,104536,70257,256129,189093,15163,92651,110902,118166,77795,30545,204377,446586,11680,강남구,11680565,청담동,134148,815023,373671,441352,148833,101558,141125,165640,115121,142745,141435,163580,133173,136697,154495,85644,118635,125978,126487,126268,122793,102206,92655,1374,624,750,205,242,240,225,210,252,113,100,92,99,97,123,92,142,148,126,113,129,671,0,671,4707158.0,8.0,675548286.0,150602881.0,86492080.0,53213938.0,74836963.0,119001956.0,33067560.0,19406488.0,110555007.0,28371413.0,8987,2610,6377,34,2050,2684,2467,1172,580,9,538,752,537,395,379,25,1512,1932,1930,777,201
20223,D,발달상권,3120221,봉은사역,CS300002,편의점,1202792711,195510,969164272,233628439,170289758,190213847,195589148,201780738,211290781,124774316,108854123,82819530,301601825,213765816,188302900,253295160,163007480,808211108,311391341,12433804,187560820,305003338,319351275,199570985,95682229,158105,37405,28071,31342,32612,32403,33677,20090,17315,11077,53178,38833,31671,38424,22327,134254,54228,3338,38866,51106,46485,33048,15631,205516,446111,11680,강남구,11680580,삼성1동,124926,425943,222078,203865,50186,69637,98770,91766,57444,58142,50532,96322,84058,84305,77368,33358,63797,68343,69671,69972,65897,46540,41725,711,359,352,60,85,148,142,106,170,32,51,76,70,58,72,28,34,72,72,48,98,493,0,493,4006812.0,8.0,409958750.0,85226652.0,50269153.0,34760189.0,43086317.0,72155780.0,20615497.0,11237499.0,76767654.0,15840009.0,17557,12129,5428,22,3154,5248,3562,2734,2837,8,2167,4087,2812,1669,1386,14,987,1161,750,1065,1451
20223,A,골목상권,3110977,논현로18길,CS300002,편의점,438242365,57313,333152239,105090126,60769107,60960060,64954301,64087608,82381163,57260163,47829963,39307561,70704840,61545284,56562068,118941730,91180882,284088107,123599933,4682643,63828429,127583958,88887110,73139611,49566290,44485,12828,8214,8541,9017,9006,9707,6783,6045,4547,9675,9101,8566,15211,10213,38296,16080,1148,11139,16753,10557,10148,4632,204154,442000,11680,강남구,11680690,개포4동,17288,143918,70708,73210,15370,22656,29037,27481,24731,24643,33295,30126,20678,19241,23243,17333,21315,21946,22057,21710,21381,17749,17760,691,336,355,81,99,148,96,117,150,38,55,76,52,49,66,43,44,72,44,68,84,340,0,340,2809700.0,6.0,275630230.0,75667911.0,33715620.0,20115779.0,36547173.0,45265291.0,9817215.0,8627406.0,33671492.0,12202343.0,148,102,46,0,22,32,45,29,20,0,14,20,33,20,15,0,8,12,12,9,5
20223,A,골목상권,3110975,매봉역 1번,CS300002,편의점,1155172275,189576,853584372,301587903,149131683,158213533,177388304,175674821,193176031,170028150,131559753,65661478,227671775,185119854,181704521,288359563,206655084,708165730,378517855,24574833,182313856,289004489,287797225,176844899,126148284,142216,47360,25300,27125,28081,29794,31916,25597,21763,7961,45923,33968,31870,41292,28562,116712,65154,4654,38257,49367,44645,27627,17315,203984,443063,11680,강남구,11680655,도곡1동,52363,311878,141737,170141,40321,50313,55022,47862,51609,66751,57935,66241,48204,47516,58906,33076,45200,47008,47479,47448,46475,39339,38929,890,417,473,121,142,116,109,159,243,58,76,52,44,70,117,63,66,64,65,89,126,353,0,353,4853527.0,8.0,539131517.0,124174281.0,69799635.0,42314956.0,65539115.0,99775071.0,26420143.0,15291036.0,72250248.0,23567032.0,10837,6932,3905,34,2175,2199,3202,3019,208,21,1010,1161,2184,2402,154,13,1165,1038,1018,617,54
20223,A,골목상권,3110961,언주역 3번,CS300002,편의점,782183045,106088,594703146,187479899,115970930,113833150,115824559,117654143,131420364,98284692,89195207,85556233,123516973,133814798,124500902,195103388,119690751,398773175,265039750,2191250,132823373,259325370,170460428,73417129,25595374,84652,21436,16071,16430,17236,17199,17716,11368,10068,9732,20436,20349,18014,23381,14176,59464,38085,460,22025,37294,23325,10198,4248,203028,445716,11680,강남구,11680531,논현2동,63031,914569,464821,449747,86242,169577,231783,184648,112901,129419,195133,200171,141446,138533,144047,95238,135490,143799,145744,144125,138734,107422,99252,2120,980,1140,176,422,563,364,255,340,78,180,263,182,124,153,98,242,300,182,131,187,1314,0,1314,3318129.0,7.0,1444220522.0,345201563.0,182136257.0,119607901.0,162374754.0,253744669.0,59004967.0,46363053.0,211519569.0,64267789.0,962,673,289,5,172,286,248,140,111,3,97,184,187,112,90,2,75,102,61,28,21
20223,D,발달상권,3120213,삼성중앙역,CS300002,편의점,3393696051,492138,2677459343,716236708,474964942,533006571,567819038,561565291,540103501,380490374,335746334,332533955,510395106,526361303,458827387,871437620,694140680,2174902037,921142685,18411211,626398852,1036670817,837676759,403437941,173449146,395240,96898,71100,79151,82651,80889,81449,52103,44795,37856,89963,88502,70837,119383,85597,320497,147478,4254,110774,155401,112921,59966,24653,204752,445788,11680,강남구,11680590,삼성2동,228925,2338358,1161554,1176804,210325,415909,588490,518816,306893,297925,408062,481070,395822,393451,422274,237681,343538,361821,366192,368819,353749,280097,264142,4143,2023,2120,429,753,864,708,594,795,245,360,405,359,293,361,184,393,459,349,301,434,2324,0,2324,3572474.0,7.0,2974273769.0,691374043.0,367205851.0,225232579.0,334278704.0,515727015.0,116902321.0,89904719.0,505559308.0,128089229.0,8521,5150,3371,50,1869,2485,1911,1070,1136,12,830,1515,1305,716,772,38,1039,970,606,354,364
20223,D,발달상권,3120187,신논현역,CS300002,편의점,8877950657,1463808,6718878905,2159071752,1202379172,1283546666,1313053033,1352768972,1567131062,1212131095,946940657,1225248441,1551344079,1198380087,1230221229,2044270627,1628486194,5450910488,3146588157,114032963,2670153212,2847598677,1625663193,904882993,435167607,1115039,348769,199800,217528,221080,225585,251046,197009,151760,173422,306204,218830,205880,329450,230022,881076,564084,26326,494615,472126,242516,142472,67112,202235,445062,11680,강남구,11680521,논현1동,382392,3670314,1835982,1834332,295974,1040505,939381,647429,373270,373757,554841,695359,590005,625882,801022,403206,521377,554162,563266,568353,570404,489230,403523,5512,2640,2872,281,1241,1410,895,649,1036,134,504,686,488,347,481,147,737,724,407,302,555,3959,0,3959,3167104.0,7.0,3373530633.0,819432227.0,432751112.0,274407309.0,381406362.0,560072039.0,139965647.0,114628865.0,496895434.0,153971638.0,13076,7778,5298,64,3624,3962,2984,1673,769,27,1516,2302,2121,1247,565,37,2108,1660,863,426,204
20223,D,발달상권,3120192,뱅뱅사거리,CS300002,편의점,7743782603,1235718,6057936744,1685845859,1151662390,1185115385,1194392839,1213657110,1313109020,865828865,820016994,755918397,1345520651,1253970069,1081580845,1911065622,1395727019,4630797900,2600964601,74850588,1582083301,2565647109,1575267264,1007781624,426132615,996522,239196,189537,197206,196597,202579,210603,126642,112554,90362,266337,232794,183062,282752,180411,751254,435572,22237,293693,396288,244540,169890,60177,202785,443423,11680,강남구,11680640,역삼1동,317600,2239278,1151847,1087431,199465,446326,580478,468871,279885,264252,392589,483553,379706,372175,387260,223994,341265,362719,365288,362468,343531,236465,227542,6623,3041,3582,509,1616,2037,1095,647,719,250,618,966,536,332,339,259,998,1071,559,315,380,4718,0,4718,4243697.0,8.0,3473998985.0,775132929.0,447504051.0,299824965.0,368323842.0,581284915.0,167186468.0,112849645.0,570086330.0,151805840.0,27363,18865,8498,72,5748,8234,6678,4352,2279,37,3275,5587,5090,3174,1702,35,2473,2647,1588,1178,577
20223,A,골목상권,3110992,도곡초등학교,CS300002,편의점,1443055849,285189,1003618204,439437645,187728131,201247045,189559918,199649058,225434052,224849034,214588611,146645261,189261292,197041131,186685812,413097450,310324903,791231259,619094205,94878611,206937892,263054604,457529046,301079625,86845687,198752,86437,37755,39531,37893,39959,43614,44688,41749,21213,38803,44752,40392,86881,53148,147855,133844,33862,37221,40714,89671,65081,15149,205007,444509,11680,강남구,11680630,대치4동,138866,2035887,986364,1049524,758549,245190,197910,350062,261640,222538,504896,396602,237598,253315,385430,258045,281486,278853,278634,282955,279438,318452,316069,7894,3676,4218,1431,1250,1132,1562,1292,1227,754,628,517,630,619,528,677,622,615,932,673,699,3681,0,3681,4023815.0,8.0,3923283050.0,937593874.0,478638464.0,275807739.0,431995113.0,651824652.0,129811783.0,117895983.0,725606753.0,174108689.0,2179,1144,1035,3,269,440,484,524,459,1,108,253,258,260,264,2,161,187,226,264,195
20223,A,골목상권,3110989,대치동아우편취급국,CS300002,편의점,524853126,77800,392767684,132085442,74566959,76252135,76460214,79049790,86438586,67333770,64751672,68269726,81378962,64054755,68560944,139133104,103455635,298030814,226822312,12251736,93944055,166419563,145687105,76536641,30014026,59688,18112,11436,11689,11510,12057,12996,9077,9035,8065,14047,11837,11448,19110,13293,47446,30354,3190,14245,22666,21039,13086,3574,204819,444825,11680,강남구,11680630,대치4동,40587,658189,334026,324163,130089,103046,128284,133711,88163,74896,133461,131100,104950,104026,119183,65470,98126,102031,102878,102613,99842,78551,74148,1588,750,838,205,269,360,344,211,199,95,137,166,156,107,89,110,132,194,188,104,110,904,0,904,3616235.0,7.0,1239122785.0,271503392.0,152706198.0,95545273.0,126416235.0,215348116.0,48015513.0,36719891.0,239642235.0,53225932.0,444,270,174,9,90,148,75,68,54,0,43,102,43,44,38,9,47,46,32,24,16
20223,D,발달상권,3120204,르네상스호텔사거리,CS300002,편의점,2106167973,308194,1718991427,387176546,304523979,334978894,360674639,358863135,359950780,217586936,169589610,290095872,355689282,345291932,293566371,501283644,320240872,1433907277,606113942,9432486,461228824,654013163,490584104,329464526,95298118,257979,50215,45820,50999,55106,53006,53048,27746,22469,30025,65853,61757,47873,64902,37784,207700,94618,2400,75517,95820,70775,44292,13511,203786,444848,11680,강남구,11680640,역삼1동,160960,2003234,1031878,971356,158107,388476,527156,427438,259948,242112,269034,443656,385445,376920,355221,172959,308801,342314,345947,340343,315894,188686,161249,1595,712,883,107,316,509,318,182,163,53,116,235,151,81,76,54,200,274,167,101,87,1127,0,1127,3950805.0,8.0,1790026304.0,354137379.0,217919661.0,155205039.0,174329144.0,308034810.0,88538680.0,49387756.0,374178020.0,68295815.0,41471,20644,20827,102,8167,11056,10671,10081,1394,54,5016,7567,4988,2062,957,48,3151,3489,5683,8019,437
20223,A,골목상권,3110965,언주역 6번,CS300002,편의점,593173661,75223,458795845,134377816,92652040,89766234,89712363,90019545,96645663,70675886,63701930,83009123,84055259,84708049,84083696,148551947,108765587,361342727,213797178,2701131,111631019,188031590,150247770,91620656,30907739,59833,15390,11685,12180,12052,11900,12016,7913,7477,8155,13693,13163,11377,17057,11778,48875,25443,605,16013,23626,18078,11480,4514,203346,445193,11680,강남구,11680640,역삼1동,65108,892359,448686,443674,59399,195493,255092,184193,97587,100597,174199,198860,142540,138265,145702,92795,131181,138685,140694,138160,132691,104304,106644,2245,1052,1193,160,455,691,392,234,313,76,196,330,184,136,130,84,259,361,208,98,183,1500,0,1500,3218797.0,7.0,1570369626.0,384884388.0,197558896.0,131647118.0,173223525.0,273184829.0,59808544.0,53455283.0,225809445.0,70797598.0,1139,788,351,1,174,379,378,142,65,1,104,276,284,74,49,0,70,103,94,68,16
20223,A,골목상권,3110957,언북중학교,CS300002,편의점,1099540057,127644,835426584,264113473,156236084,149394482,178908783,172456117,178431118,145897827,118215646,215397659,171160848,126184908,146328712,209688175,230779755,753561992,249121341,2456112,167364255,545677879,176406645,79143684,31634758,100716,26928,18437,19723,20624,20264,21668,14528,12400,15643,27493,20678,18140,25180,20510,81976,38162,483,28900,50449,21883,12812,5611,202797,446468,11680,강남구,11680531,논현2동,94815,869111,445213,423897,68499,173125,236513,190341,91858,108774,160755,185400,153362,148777,141710,79106,132786,142162,143412,142129,133526,90687,84409,1761,797,964,137,300,454,311,214,345,77,127,195,167,98,133,60,173,259,144,116,212,1088,0,1088,3496418.0,7.0,1591782820.0,378039666.0,199470929.0,125805678.0,178795055.0,276443145.0,64429371.0,49447012.0,249424334.0,69927630.0,1251,831,420,1,262,379,317,147,145,1,146,241,215,109,119,0,116,138,102,38,26
20223,D,발달상권,3120198,구역삼세무서,CS300002,편의점,3647464803,528646,2857227934,790236869,559464907,553083548,555021407,581649737,608008335,416144545,374092324,478028262,613946681,627088270,481852612,837654380,608894598,2212056659,1209834307,21644124,875910066,1225499690,723679974,392273840,182883270,423498,105148,78855,82974,84537,86911,90221,55604,49544,56277,109073,98402,73699,115400,75795,325090,187468,4760,151001,178822,99139,55050,23786,203290,444009,11680,강남구,11680640,역삼1동,291470,2621778,1389315,1232462,160472,594902,725860,514514,312996,313033,594997,566533,388586,380868,411568,279228,393155,413308,417274,414088,389495,298120,296337,7376,3813,3563,479,1410,1908,1355,980,1244,248,673,1017,733,547,595,231,737,891,622,433,649,5072,0,5072,3332219.0,7.0,3913260246.0,952094191.0,500629491.0,324229415.0,444550986.0,664166108.0,160375193.0,131875037.0,556902399.0,178437426.0,11531,7246,4285,23,2691,3529,2889,1562,837,12,1141,2216,2115,1139,623,11,1550,1313,774,423,214
20223,D,발달상권,3120195,성수대교남단,CS300002,편의점,641895894,108623,499522018,142373876,92960133,90113984,95762349,106394804,114290748,79107068,63266808,37534281,130269795,137248453,125107578,147666912,64068875,365343817,226443844,9138086,168401159,202270171,119115120,58434508,34428611,86074,22549,16040,15856,16948,17518,19712,12723,9826,4190,22853,25875,23184,23539,8982,60574,42381,2771,34223,33187,18180,9838,4759,203046,447576,11680,강남구,11680545,압구정동,126830,1043527,470207,573321,119514,239554,237102,190212,119414,137730,136134,175850,190348,201125,229600,110471,142996,155864,158386,160884,163994,144667,116735,444,233,211,59,65,73,87,60,100,36,32,36,44,35,50,23,33,37,43,25,50,224,0,224,3256289.0,7.0,813650624.0,171831085.0,102255984.0,69028689.0,88290006.0,148552173.0,42093747.0,22711830.0,136426585.0,32460525.0,5611,2685,2926,39,1393,2394,1102,426,257,15,487,1194,634,208,147,24,906,1200,468,218,110
20223,D,발달상권,3120199,경복아파트교차로,CS300002,편의점,3613319555,484973,2902196771,711122784,516168796,575014429,548127680,618571323,644314543,381575803,329546981,459494779,687320608,598500270,443250990,847187187,577565721,2290496309,1284801534,18170484,675999236,1306195863,971964721,466666832,136300707,399544,85429,69541,81716,81361,81629,85297,46656,38773,43253,115500,99091,66931,98983,61215,325093,157252,2824,99957,187710,123034,51729,17090,203449,445392,11680,강남구,11680640,역삼1동,112742,582106,306308,275798,38867,118302,163108,121413,72063,68353,102721,125014,99684,97673,100965,56048,86605,92344,93325,92343,88133,66173,63184,862,407,455,80,148,260,192,91,91,38,61,113,108,51,36,42,87,147,84,40,55,598,0,598,3030210.0,7.0,534208860.0,122671531.0,68338448.0,46492132.0,56641385.0,95263302.0,23680471.0,17295636.0,79855728.0,23970227.0,3427,2023,1404,9,720,1059,682,508,449,3,273,627,441,345,334,6,447,432,241,163,115
20223,D,발달상권,3120193,도산공원교차로,CS300002,편의점,1799892143,264878,1540162414,259729729,271460531,315790293,308545101,314925285,329441204,154110014,105619715,114799439,375983437,425349602,301543976,398763500,183452189,966756748,558107376,11127540,324870713,505250658,387686111,202116853,93812251,228084,36794,40440,47184,46009,48314,46137,21989,14805,13841,65695,67437,46004,50808,21093,151390,94457,2813,61001,86585,52209,29685,13552,202968,446898,11680,강남구,11680545,압구정동,185023,723125,359731,363395,55007,144267,191033,159319,88126,85373,91271,141972,143003,142399,142682,61797,104327,116472,118238,118807,114256,83155,67870,1184,561,623,125,177,217,210,160,295,58,97,101,110,70,125,67,80,116,100,90,170,596,0,596,3265276.0,7.0,1019509440.0,236382938.0,126614762.0,82492291.0,116572859.0,181929988.0,42722001.0,30533282.0,158248426.0,44012893.0,6384,3798,2586,15,1278,1918,1493,983,697,6,466,1071,1021,696,538,9,812,847,472,287,159
20223,D,발달상권,3120200,학동사거리,CS300002,편의점,3556389354,502859,2664378010,892011344,461581918,508470224,532734247,534455258,627136363,501417604,390593740,384934602,628178543,596696359,582729030,836983429,526867391,2071407825,1130617493,26509746,759690535,1029628431,724660671,434563907,226972027,380738,122121,63839,74260,76633,78392,87614,69871,52250,47024,104595,95215,83023,106958,66044,299306,178873,6164,133360,152307,94689,62745,28913,203460,447067,11680,강남구,11680565,청담동,266597,1390442,647155,743286,91808,332674,388250,274308,158759,144642,142459,243026,281164,285619,309966,128207,184193,213705,219447,221551,220325,188778,142441,976,427,549,88,166,208,160,125,229,48,59,79,77,62,102,40,107,129,83,63,127,565,0,565,3402858.0,7.0,1006064987.0,234042223.0,125570404.0,82627365.0,114846472.0,179655969.0,42601111.0,30605275.0,152498700.0,43617468.0,9363,3808,5555,26,2868,3075,1848,1005,541,9,654,1122,937,687,399,17,2214,1953,911,318,142
20223,A,골목상권,3110997,대청초등학교,CS300002,편의점,3590741658,552594,2522435426,1068306232,469648362,491191648,480999557,490663953,589931906,556644057,511662175,436034418,538252088,414347318,418919949,960424367,822763518,2413615516,1177126142,55044773,750625184,997807355,823309224,647606947,316348175,396021,156573,72830,78857,77475,78141,88718,80510,76063,57568,94109,70432,68511,143669,118305,356883,195711,14201,127597,148010,119545,99091,44150,207481,443569,11680,강남구,11680730,일원1동,236964,1888318,911782,976535,271861,256565,304568,308979,287036,459309,499401,395241,221520,215955,307337,248865,275245,273988,272601,271297,269096,262088,264003,7187,3566,3621,1042,1264,1174,1052,1114,1541,566,637,592,515,547,709,476,627,582,537,567,832,3441,0,3441,3135357.0,7.0,7111260999.0,1642914131.0,888063639.0,555360381.0,815115871.0,1251073315.0,312328636.0,205634012.0,1139153125.0,301617889.0,1724,959,765,4,230,291,391,383,425,2,111,162,200,210,274,2,119,129,191,173,151
20223,D,발달상권,3120202,압구정로데오역(압구정로데오),CS300002,편의점,2127368528,322091,1486226541,641141987,225826226,244985105,289634096,336486204,389294910,367545407,273596580,253845909,343234156,349773616,304058248,481091898,395364701,1142330719,831293258,22611811,694443633,676111573,300087621,197891406,82477932,229648,92443,35233,38689,46328,49760,59638,54064,38379,35611,68759,58450,50261,64464,44546,176302,136372,4875,126409,100318,39868,30599,10608,203548,447476,11680,강남구,11680545,압구정동,265702,2423637,1082813,1340823,224395,588876,577944,440155,277933,314334,309859,400050,442343,470238,539224,261922,324425,358893,367303,372340,384829,346303,269544,1843,860,983,267,240,256,318,276,486,127,94,118,151,144,226,140,146,138,167,132,260,793,0,793,4378212.0,8.0,1694893928.0,371500250.0,215369792.0,134984257.0,192729077.0,310821970.0,84173872.0,47463344.0,267617777.0,70233589.0,11735,6075,5660,41,2963,4419,2469,1425,418,11,793,2184,1593,1195,299,30,2170,2235,876,230,119
20223,D,발달상권,3120185,논현역,CS300002,편의점,4659639617,772924,3667354884,992284733,646348476,715613231,721023434,762733459,821636284,558555248,433729485,643983055,926687622,633844592,536418009,1054141140,864565199,2982253996,1582846722,44622461,1165567978,1568518873,962711434,538013657,285666314,617495,155429,108029,120664,125271,126810,136721,89223,66206,83014,184674,113110,97326,171051,123749,477778,286451,11432,224671,257894,139580,87900,42747,201936,445730,11680,강남구,11680521,논현1동,321182,2673150,1342550,1330599,168964,587447,678483,528498,338703,371055,466416,541934,423985,433957,518606,288252,395052,417051,420457,421492,412635,323689,282777,3722,1809,1913,240,702,857,630,551,742,117,333,425,316,291,327,123,369,432,314,260,415,2397,0,2397,3218459.0,7.0,3814667562.0,872083428.0,484609839.0,304342889.0,427378253.0,646087312.0,171133682.0,119586422.0,624440537.0,165005200.0,12723,7377,5346,29,2723,4108,3218,1875,770,10,1037,2421,2225,1194,490,19,1686,1687,993,681,280
20223,D,발달상권,3120194,언주역(차병원),CS300002,편의점,4112113634,579383,3267796740,844316894,599762407,634622711,662908032,667255825,703247765,465017013,379299881,460790153,780090317,655092737,584725889,936539243,694875295,2292402874,1505807268,14946628,909669329,1240948496,820832178,551655665,260157844,472106,107277,84258,92953,96779,96994,101122,60045,47232,49766,134950,107511,88868,119591,78697,346216,206494,3019,152055,187279,106603,69854,33901,203009,445326,11680,강남구,11680531,논현2동,242446,1938007,996426,941581,90836,427726,568957,394664,226714,229110,335424,422439,333311,328073,334576,184185,288219,309357,312673,308503,295367,221939,201949,2599,1282,1317,142,483,760,435,329,450,76,222,375,218,175,216,66,261,385,217,154,234,1764,0,1764,3258234.0,7.0,1889746203.0,441748522.0,239342987.0,162175137.0,209822265.0,331128886.0,85920530.0,59855903.0,278065250.0,81686723.0,12628,8724,3904,37,2790,4202,2802,1923,874,14,1366,2863,2239,1588,654,23,1424,1339,563,335,220
20223,D,발달상권,3120203,강남구청역,CS300002,편의점,3219338107,504838,2569732989,649605118,455138149,505286138,532314609,518161800,558832293,342905818,306699300,278722665,584992635,568795958,484363596,771088520,531374733,1922077777,1066955251,41842740,655857374,915980207,745611762,438130126,191610826,409664,95174,71952,82302,84031,83795,87584,51608,43566,32692,106033,101473,79577,114787,70276,300535,183826,11291,127072,148913,105616,63890,27579,203597,446308,11680,강남구,11680531,논현2동,173252,1817639,923845,893796,165918,357535,461688,380124,234555,217819,276901,362737,320798,327467,353193,176542,272172,296450,300189,298843,282156,196309,171521,1522,713,809,147,292,382,251,204,246,66,136,170,111,112,118,81,156,212,140,92,128,920,0,920,3950137.0,8.0,1470778245.0,329245525.0,182485973.0,118566705.0,160296958.0,257034886.0,65902964.0,43337142.0,253366640.0,60541452.0,7726,4602,3124,27,1589,2070,1890,1381,769,8,650,1218,1293,882,551,19,939,852,597,499,218
20223,D,발달상권,3120190,강남을지병원,CS300002,편의점,4548069037,657404,3618298378,929770659,642418097,737344367,733075975,725338690,780121249,510083967,419686692,529241531,938537653,797788007,590143297,1001710694,690647855,2641694142,1539060969,31144701,848347399,1334980973,1210397975,562133621,193750443,536911,120493,94655,106494,110251,110139,115372,66706,53787,61389,163721,133008,93619,129317,76350,390681,234323,6170,156243,203497,146536,82919,29640,202498,446725,11680,강남구,11680545,압구정동,295195,1606975,789039,817935,134267,328057,417752,340707,188324,197867,267834,317997,283458,290540,297302,149845,233703,255128,258621,258682,251595,187522,161724,2366,1063,1303,254,457,495,423,288,449,129,182,233,182,142,195,125,275,262,241,146,254,1367,0,1367,3360098.0,7.0,1867827087.0,433101939.0,233668445.0,152366048.0,208092323.0,328309517.0,80296880.0,57019975.0,294713159.0,80258801.0,11725,6199,5526,44,3417,3232,2506,1512,1014,14,1228,1650,1567,988,752,30,2189,1582,939,524,262
